text,nrc_sentiment,dpm_sentiment
Some more photos from Saturday’s peaceful sit-in at the Indiana State House. | @indy10people @RepAndreCarson #indianapolisprotest #BlackLivesMatter ,joy,disgust
"We can’t tell Black Athletes to play at HBCUs when we have HBCUs saying “All Lives Matter”. They might as well go to a PWI. Hampton has yet again, taken another L trying time appease white folks",joy,surprise
"A beautiful, peaceful protest in Commerce, TX. Thank you all for the examples you are setting for my family #BlackLivesMatter ",joy,surprise
"My good friend just posted this video, please watch. #BlackLivesMatter https://www.instagram.com/tv/CA9Ru8QpUNP/?igshid=whlu2by6bt4t",joy,surprise
"At the @FairfaxNAACP's Justice for Black Lives Car Rally. I'm here in solidarity, I’m here to listen—and I’m going to keep working toward meaningful police reform in Congress. #BlackLivesMatter – at Fairfax County Government Center",joy,surprise
Wow. What a powerful scene outside @JacksonHealth Holtz Children’s Hospital. Easily a hundred or so doctors and nurses here to take a knee and show solidarity for #BlackLivesMatter movement. They are kneeling for 9 minutes to honor life of #GeorgeFloyd... @WPLGLocal10,joy,surprise
"Yesterday my friends and I went to the UA protest. After the protest, we were encountered by a man that didn’t understand one of the posters. “All lives cannot matter UNTIL Black lives matter” To me and everyone else that statement seems pretty self explanatory. – at University of Arizona",joy,surprise
It’s fucking Pride month. Black LGBT folks drive Black Lives Matter and other activism spaces. Stop being bigoted and dense,joy,surprise
"I was blessed with a gift. The pen is my sword. ""I Am a Man"" is a declaration of civil rights. Please share in solidarity. Full video is on my website! #IAMAMAN #YouCantMakeUsHate #BlackLivesMatter http://RoyalExiles.com",joy,surprise
"“We’re not here to burn down Target, we come in peace,” organizers say, while telling gatherers about their rights as protestors. They Airdropped phone numbers for lawyers to everyone. #GeorgeFloyd ",joy,surprise
Kingwood residents gathered in Town Center to honor #GeorgeFloyd’s life. The event was put together by @HumbleISD_KPHS and @HumbleISD_KHS teachers. Many @HumbleISD students and teachers participated. #JusticeForGeorgeFloyd #BlackLivesMatter Photo by: @kathleenmortiz,joy,surprise
"Blackout Tuesday Please do not use the Black Lives Matter or BLM hashtags. Using these hashtags interferes with people and organizations sharing vital information. #blackouttuesday Please Vote Today if you live in PA, CT, DC, IA, ID, IN, MD, MT, NM, RI &amp; SD #vote2020",joy,surprise
"While I don’t have the perfect words to say, I know I cannot and must not stay silent. A better future requires all of us. God Bless the family of George Floyd and too many others who have endured this pain. 2/2",joy,surprise
New Orleans I love you. All power to the people. Fight on! #JusticeForGeorgeFlyod #BlackLivesMatter @hwanola @WorkersGroupNO @takeemdownnola,joy,surprise
for you non-black people who LOVE to say nigga but have yet to post anything about #BLACK_LIVES_MATTER....... I SEE YOU. maybe try to fight as hard for lives as you do to say nigga.,joy,surprise
"Playing music, a little dancing and chanting black lives matter. In front of the public safety building. Rain is starting to fall @News_8 #roc #BLACK_LIVES_MATTER ",joy,surprise
"Thank you Keedron Bryant. Now is time to shift our energy to make sure everyone votes, we organize, and fight school cuts. Our children are depending on us! #principalsofinstagram #follow #thebronxprincipal #keedronbryant #blacklivesmatter #hope #faith",joy,surprise
Chants of “Black Lives Matter” at Chicago’s protest @wttw,joy,surprise
Protesters chant “black lives matter” on the Capitol steps in Montgomery. #GeorgeFloydprotest @wsfa12news – at Alabama State Capitol,joy,surprise
"If only everyone that’s involved in this black lives matter movement fucking voted, IF ONLY.",joy,surprise
I recieved over 5 dms telling me that other races matter too and not just black lives. Some dont get it :(,joy,surprise
Black lives matter. My statement stands.,joy,surprise
"The #GeorgeFloydprotest has started early at Barclays Center in Downtown Brooklyn. Huge police presence, helicopters circling too. Be safe everyone #BlackLivesMatter #JusticeForGeorgeFlyod",joy,surprise
BLACK LIVES MATTER! #ATLFORUS #BlackLivesMatters #JusticeForGeorge #JusticeforBreonnaTaylor #JusticeforAhmaudArbery,joy,surprise
Sigma Lambda Gamma National Sorority Inc stands with Black Lives Matter. We believe in protecting one another and fighting for peace and justice. We stand with you! Continue to share your stories with world. It is time for a CHANGE! #wewantchange,joy,surprise
STOP USING THE BLACK LIVES MATTER HASHTAG ON YOUR BLACKOUT POST!! WE NEED TO USE THAT HASHTAG TO SPREAD INFORMATION!! USE #BlackOutTuesday INSTEAD!!!! STOP USING THE BLACK LIVES MATTER HASHTAG ON YOUR BLACKOUT POST!! WE NEED TO USE THAT HASHTAG TO SPREAD INFORMATION!!,joy,surprise
"“Black Lives Matter in Kansas City” @KCLibrary has curated a list with links to book, news coverage, and deeper background on issues.",joy,surprise
Photo of me from Saturday taken by Patrick Farabaugh of @OurLivesMadison. Happy #Pride Month yall. #BlackLivesMatter ,joy,surprise
"Thank you, @fox5dc, for elevating *peaceful* protests by Ward 5 neighbors. Proud of my neighbors, and my message is simple: let’s not be distracted. #GeorgeFloyd ",joy,surprise
"“We need to strategize and I’m not welcoming any actors, rappers, comedians, or even pastors that just want to come in and get their 15 minutes of shine.” Derek Kemp grew up with George Floyd. He says Floyd was his only friend his grandmother liked. https://abc13.com/society/what-to-expect-ahead-of-todays-march-for-george-floyd/6226152/",joy,surprise
"Reverend Lesley Krauland of St. Luke's Episcopal Church in Bethesda said she joined the protests to show support for the DC community and George Floyd and to stand with Bishop Mariann Budde. – at St. John's Church, Lafayette Square",joy,disgust
This protest won't be on the news. (No one is looting or rioting.) Just a community peacefully coming together to demand action. Please share. Everyone's timeline could use some positivity. #JerseyCity #GeorgeFlyod #BlackLivesMatter https://twitter.com/GSarafan/status/1267932320595619841?s=19,joy,surprise
PEACEFUL PROTEST THIS THURSDAY @BERGFIELD PARK BY BROADWAY! TYLER TX @12PM #BLACKLIVESMATTER We’ll be be on the side of the park that meets broadway protesting along that strip of the park!,joy,sadness
KEANSBURG STANDUP THATS HOW ITS DONE. I seen all the doubters #BlackLivesMattter BLACK LIVES MATTER NOT JUST TODAY BUT EVERYDAY #NoJusticeNoPeace,joy,surprise
Today the girls and I marched along with several hundred other people in Clarksburg. We knelt in silence for 8 minutes and 46 seconds. We had a common purpose. It was peaceful. Is it enough? Of course not. But it’s something. #BlackLivesMatter @TheMoCoShow,joy,surprise
 We Matter ! Black Lives ,joy,surprise
Here’s an aerial view of the near complete #blacklivesmatter sign in #albany. All that’s need is the pride flag at the beginning and end.,joy,surprise
"Yesterday I attended the funeral of George Floyd. We heard inspirational messages from @TheRevAl &amp; stories from his family &amp; friends. We will never forget #GeorgeFloyd instead, we will continue to fight for justice in his name. #BlackLivesMattters",joy,surprise
"Ok my sweeties, I am going to keep DMing the list of All-Stars who I know have gotten calls until I hit $25,000 in black lives matter donations and then I need to actually get some work done!!!! THANK YOU!!! Big Brother fans are crazy, but in this case the crazy is so wonderful!!",joy,surprise
Youth activists FTP Boston providing explicit instructions to the crowd about how to stay safe during this protest. We were proud to provide a PA system to this effort #bostonprotest #blacklivesmatter – at MBTA Dudley Square Station,joy,surprise
Huge crowd for the Black Lives Matter rally and march from McLean High School to downtown McLean. – at McLean High School,joy,surprise
small reminder that Black Lives Matter,joy,surprise
"Instead of putting out a bunch of product talking about “Black Lives Matter”, how about you establish procedures and innovate within your business model to actually do things that will aid in debilitating the structure of systematic racism &amp; enhance the black experience?",joy,surprise
it’s still black lives matter.,joy,surprise
The suffering black families that dealt with black lives matter and received nothing should file a suit or at least demand “reparations” of their own. No one should be getting rich off activism.,joy,surprise
Happy Friday to everyone except virtue-signaling #blacklivesmatter deadbeats and people who get mad when we say #alllivesmatter. And happy Friday to our police officers who are risking their lives today in sh*thole Democrat cities. #BlueLivesMatter,joy,surprise
All peaceful here in Williamsburg #BlackLivesMatter #NYCPROTESTS #nycprotest #brooklyn,joy,sadness
Protesters are starting to disperse peacefully. This protest was entirely peaceful. #Chicago #GeorgeFloyd ,joy,anger
There’s no wrestling promotion out there that’s more woke than @f1rstwrestling Checkout this episode of F1rst Friday’s https://youtu.be/JmUS4lkZ1-Q #blackwrestlersmatter #blacklivesmatter ,joy,sadness
If Black lives matter to you then defund the police and stop gentrification... ,joy,surprise
"I've mostly stuck to retweeting for the past few days, but I want to be 100% clear. Black lives matter. If you don't treat others with basic respect and decency they deserve as humans you have no place in the Spike Feeders community.",joy,surprise
"My eyes are filled with tears again this morning. #GeorgeFloyd was made in the image of our Lord, too. He deserved respect, too. Didn’t he? How long, oh Lord, must your image bearers suffer such indignities, such deaths? Come quickly, Lord Jesus. Maranatha",joy,surprise
"talk to your family members, friends, co-workers, & everyone you know about #GeorgeFloyd . It is incredible how little information that we see on twitter reaches the eyes of older generations. The more people that are informed, the more will realize #BlackLivesMatter",joy,surprise
Cleveland. Fuckin’. Heights. Tho. Black lives matter. Keep using your voices. They must be heard. Keep using your eyes. This must be seen. ,joy,surprise
Math is good. Black Lives Matter and Breonna Taylor’s killers are still free. #BreonnaTaylor,joy,surprise
grateful for these two #blacklivesmatter #translivesmatter,joy,surprise
Black lives matter with no men in the photo.......I really don’t have the energy to debate this dumb shit tbh ,joy,disgust
"Proud to speak at the #Brampton #Mississauga #MarchForJustice because #BlackLivesMatter Our City demands an end to systematic racism. This important moment in our history must be more than a protest but a catalyst for real tangible change. Count me in to listen, help &amp; advocate ",joy,surprise
"To celebrate Juneteenth and learn more about its cultural significance and its connection to systemic racism and today's Black Lives Matter protests, we encourage you to participate in these events @SocialWorkUTA | @DiversityatUTA | #UTAUnited",joy,surprise
