Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,tweet_text
"Lying at the pool with John , ice cream , drinks, 29 degrees and listening to busted ✌🏼️ #bliss",0,0,0,0,1,1,0,0,0,0,0,"Lying at the pool with John , ice cream , drinks, 29 degrees and listening to busted  victory_hand  medium_light_skin_tone ️ bliss"
Hi @AmazonHelp my hairdryer that is less than a year old has started smelling of burning plastic- can you help?,1,0,0,0,0,0,0,0,1,0,0,Hi  my hairdryer that is less than a year old has started smelling of burning plastic- can you help?
Morning Swindon!\nIs there any chance you can cheer yourself up a bit?!! #bleak 😝,0,1,0,1,0,0,0,1,1,0,0,Morning Swindon!\nIs there any chance you can cheer yourself up a bit?!! bleak  squinting_face_with_tongue 
Words cannot describe the sheer pain of the blisters caused by these new sandals. I am this close to going barefoot all the way home #grim,0,0,1,0,0,0,0,0,1,0,0,Words cannot describe the sheer pain of the blisters caused by these new sandals. I am this close to going barefoot all the way home grim
@mycharlibrown @pcbcat43 Happy birthday Mom what a wonderful cake delivery youre blessed,0,0,0,0,1,1,0,0,0,0,0,  Happy birthday Mom what a wonderful cake delivery youre blessed
I've had my share of trials and tests. But you know what? God has always stayed with me and brought me through! 😊\n#Survivor #grateful #truth,0,0,0,0,1,0,1,0,0,0,0,i have had my share of trials and tests. But you know what? God has always stayed with me and brought me through!  smiling_face_with_smiling_eyes \nSurvivor grateful truth
"If money cannot buy happiness, can you ever be truly happy with no money?",1,1,1,0,0,0,1,0,0,0,0,"If money cannot buy happiness, can you ever be truly happy with no money?"
"I'm fuming, I was buying games for it and everything! That's so out of order #AmazonPrimeDay",1,0,1,0,0,0,0,0,1,0,0,"i am fuming, I was buying games for it and everything! that is so out of order Amazon Prime Day"
"Wear a smile, one size fits all. #inspire #simple #simplethings #motivation  #health #healthcare #relax #goals",0,0,0,0,1,0,1,0,0,0,1,"Wear a smile, one size fits all. inspire simple simplethings motivation  health healthcare relax goals"
@Dreamsof96 You want me to slap you? 😂,1,0,1,0,1,0,0,0,0,0,0, You want me to slap you?  face_with_tears_of_joy 
My take on recent Yatra. Security forces have done s wonderful job fighting terror. They have also made supreme sacrifice. Civilian turn now,0,0,0,1,1,0,1,0,0,0,0,My take on recent Yatra. Security forces have done s wonderful job fighting terror. They have also made supreme sacrifice. Civilian turn now
"Have you ever spoke in tongues, don't be afraid.",1,0,1,1,0,0,0,0,0,0,0,"Have you ever spoke in tongues, don't be afraid."
Marriage is the place where two WHOLE pple are supposed to come together not a broken sick person seeking fixing it's a terrible arrangement,1,0,1,0,0,0,0,0,1,0,0,Marriage is the place where two WHOLE pple are supposed to come together not a broken sick person seeking fixing it is a terrible arrangement
LibertySeeds: realDonaldTrump LizCrokin Great #start for #MAGA ...,0,0,0,0,1,1,0,0,0,0,1,LibertySeeds: realDonaldTrump LizCrokin Great start for MAGA ...
@RedNationRising @POTUS Agree. I used to love her Fox show until she turned. Now she exudes a bitter attitude. She is done with television.,1,0,1,0,0,0,0,0,1,0,0,  Agree. I used to love her Fox show until she turned. Now she exudes a bitter attitude. She is done with television.
All I want is get my sister @ashleyclaw &amp; @chrisdelia in a room and listen to both of them laugh #Hollywoodimprov #laughteristhebestmeds #😂,0,0,0,0,1,1,1,0,0,0,0,All I want is get my sister  &amp;  in a room and listen to both of them laugh Hollywoodimprov laughteristhebestmeds  face_with_tears_of_joy 
"it's still kind of weird that this guy was an Atlantic contributor for so long, mostly as a one-man cheering section for Elena Kagan",0,0,1,0,0,0,0,0,0,0,0,"it is still kind of weird that this guy was an Atlantic contributor for so long, mostly as a one-man cheering section for Elena Kagan"
@narendramodi Really it was very sad and shame!!!,0,0,1,0,0,0,0,0,1,0,0, Really it was very sad and shame!!!
blood rage,1,0,1,0,0,0,0,0,0,0,0,blood rage
"@hugaarondingle God, the way he said that line... 😭 💔 #amazing #loveDannyBMiller #robron",0,0,0,0,1,1,1,0,0,0,0," God, the way he said that line...  loudly_crying_face   broken_heart  amazing Danny B Miller robron"
"Feeling slightly apprehensive, but amazing after this weekend off😊 ",0,0,0,1,1,0,0,0,0,0,0,"Feeling slightly apprehensive, but amazing after this weekend off smiling_face_with_smiling_eyes  "
Having a movie day with my favorite today 😄 god I love my lil goth bean.,0,0,0,0,1,1,0,0,0,0,0,Having a movie day with my favorite today  grinning_face_with_smiling_eyes  god I love my lil goth bean.
4. I should start numbering these geezㅡ anyways im filipino but not fluent in the language huhu me ☹,0,0,1,0,1,0,0,1,1,0,0,4. I should start numbering these geezㅡ anyways im filipino but not fluent in the language huhu me  frowning_face 
"Quote of the day comes from Queen Cersei herself @IAMLenaHeadey 'Power hungry people are fearful, otherwise why wouldn't you just chill?' 👏",0,0,0,0,0,0,1,0,0,0,1,"Quote of the day comes from Queen Cersei herself  'Power hungry people are fearful, otherwise why wouldn't you just chill?'  clapping_hands "
"@StevieRenee3 @realDonaldTrump It's what they'll be known for. Temper tantrums, obstruction, working against the American people.",1,0,1,0,0,0,0,0,0,0,0,"  it is what they will be known for. Temper tantrums, obstruction, working against the American people."
"1/ ...do not give the devil an opportunity [to lead you into sin by holding a grudge, or nurturing anger, or harboring resentment, or",1,0,0,0,0,0,1,0,0,0,0,"1/ ...do not give the devil an opportunity [to lead you into sin by holding a grudge, or nurturing anger, or harboring resentment, or"
@mythos1014 I think I will tomorrow. I ain't ready for all those feels though. 😥,0,1,0,0,0,0,0,1,1,0,0, I think I will tomorrow. I ain't ready for all those feels though.  sad_but_relieved_face 
Does every #GOP have an #obnoxious #TWANG?  WTF?  Watching #FOX is #shocking!  More #hicks than I can stand!,1,0,1,0,0,0,0,0,1,0,0,Does every GOP have an obnoxious TWANG?  WTF?  Watching FOX is shocking!  More hicks than I can stand!
@GMA4Trump_ Nope we don't have it. It's an #outrage,1,0,1,0,0,0,0,0,0,0,0, Nope we don't have it. it is an outrage
I love when gg cheering up eo. Apink rv mamamoo jjang!!!!,0,0,0,0,1,1,1,0,0,0,0,I love when gg cheering up eo. Apink rv mamamoo jjang!!!!
"Morning! Good vibes today people!! It's July 11, 2017 at 09:00AM #goodmorning #twitter #happy",0,0,0,0,1,1,1,0,0,0,0,"Morning! Good vibes today people!! it is July 11, 2017 at 09:00AM goodmorning twitter happy"
I'm new to the #instructionalcoach world and would love to know your fave resources! I will be in a high school new to IC. #nervous #excited,0,0,0,1,1,0,1,0,0,0,0,i am new to the instructionalcoach world and would love to know your fave resources! I will be in a high school new to IC. nervous excited
"#upset #emotional\nMissing loved ones, wishing they were with me and this nightmare was over 😔😥",1,0,1,1,0,0,0,1,1,0,0,"upset emotional\nMissing loved ones, wishing they were with me and this nightmare was over  pensive_face  sad_but_relieved_face "
"@balbirpunj @sgurumurthy #Conversion is root cause of most acts of violence, wars &amp; #terrorism in history of human civilisation .. !!",1,1,1,1,0,0,0,0,1,0,0,"  Conversion is root cause of most acts of violence, wars &amp; terrorism in history of human civilisation .. !!"
"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it's super adorable. #kitten #boyfriend #adorable #hunting",0,0,0,0,1,1,0,0,0,0,0,"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it is super adorable. kitten boyfriend adorable hunting"
@carelcj_ homyghad 😢,0,0,0,0,0,0,0,0,1,0,0, homyghad  crying_face 
Daniel killing her ex doeee🍫🍫🍫😛 #insecure,0,0,0,1,0,0,0,0,1,1,0,Daniel killing her ex doeee chocolate_bar  chocolate_bar  chocolate_bar  face_with_tongue  insecure
Paul is such a fucking bully! Dam leave the poor guy alone. He went on #BB19 to play the game same as you SMDH pathetic #annoyed #worstvet,1,0,1,0,0,0,0,0,0,0,0,Paul is such a fucking bully! Dam leave the poor guy alone. He went on BB19 to play the game same as you SMDH pathetic annoyed worstvet
@djallsorts playing Bliss #bliss A Quiet Coversation taken from the Six Senses Album by Claude Challe #claudechalle,0,0,0,0,1,0,1,0,0,0,0, playing Bliss bliss A Quiet Coversation taken from the Six Senses Album by Claude Challe claudechalle
"A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman.",0,0,0,0,1,0,1,0,0,0,0,"A happy woman is always ., A beautiful woman ! smiling_face_with_smiling_eyes  smiling_face_with_halo \nwomanhood beingwoman."
"For Goldman, it proved to be a PR nightmare. The bank’s investment arm was blasted for snapping up what were labeled “hunger bonds,”",0,0,0,1,0,0,0,1,0,0,0,"For Goldman, it proved to be a PR nightmare. The bank is investment arm was blasted for snapping up what were labeled ""hunger bonds,"""
"I would anybody have seen it\nI’ll laugh all the car?\nClothes are really gettin in a night I lost myself, hating myself, I",1,0,1,0,0,0,0,0,1,0,0,"I would anybody have seen it\ni will laugh all the car?\nClothes are really gettin in a night I lost myself, hating myself, I"
It's my #party #Hashtag10 and I'll #cry if I want to ...... Not really! #Hashtag10 celebrations and I shall #rejoice! I love quirky ones!,0,0,0,0,1,0,1,0,0,0,0,it is my party Hashtag10 and i will cry if I want to ...... Not really! Hashtag10 celebrations and I shall rejoice! I love quirky ones!
I was so scared!.. I thought I lost another daughter tonight.  #grateful OTM❤,0,0,0,1,1,0,0,0,0,0,0,I was so scared!.. I thought I lost another daughter tonight.  grateful OTM red_heart 
"@SweatbandActive Bullies, rudeness and littering all make me #mad!",1,0,1,0,0,0,0,0,0,0,0," Bullies, rudeness and littering all make me mad!"
The @StandardDiary nailing @SarahTheDuchess the other day was very amusing! 'I've written 56 books... ' @standardnews #hilarious #funny,0,0,0,0,1,0,1,0,0,0,0,The  nailing  the other day was very amusing! 'i have written 56 books... '  hilarious funny
@snowberrytae When I just added @Gochi_mong on snap yesterday and I watched her stories today....oh lord I’m just torturing myself 🤦🏻‍♀️😭,1,0,1,0,0,0,0,0,1,0,0, When I just added  on snap yesterday and I watched her stories today....oh lord i am just torturing myself  person_facepalming  light_skin_tone ‍ female_sign ️ loudly_crying_face 
My boss' have a right grudge against me today🙄,1,1,1,0,0,0,0,0,1,0,0,My boss' have a right grudge against me today face_with_rolling_eyes 
"When I get clear on what actions to take, my #fear transforms into excitement because I am in step-by-precious-step action. Can you relate?",0,1,0,1,1,0,1,0,0,0,0,"When I get clear on what actions to take, my fear transforms into excitement because I am in step-by-precious-step action. Can you relate?"
I'm blessed with a wonderful older sister I'm so happy,0,0,0,0,1,1,0,0,0,0,0,i am blessed with a wonderful older sister i am so happy
Codes? Lyft codes? We got em! Use: INVITES -- Want to ride anywhere free? #wonderful,0,0,0,0,1,0,1,0,0,0,0,Codes? Lyft codes? We got em! Use: INVITES -- Want to ride anywhere free? wonderful
I always get annoyed  or unhappy about the way I look in pictures but I have to accept that you can't change your face lol,0,0,0,0,1,0,1,0,1,0,0,I always get annoyed  or unhappy about the way I look in pictures but I have to accept that you can't change your face lol
@ChrisCuomo Same as the bully in second grade. Classic.,1,0,1,0,0,0,0,0,0,0,0, Same as the bully in second grade. Classic.
"The number of ppl who took it the wrong way is not that alarming, but srsly why do u think lyt dat man oy 😊",0,0,0,0,1,0,0,0,0,0,0,"The number of ppl who took it the wrong way is not that alarming, but srsly why do u think lyt dat man oy  smiling_face_with_smiling_eyes "
"@Marcella_Jonas One of the twins was sleeping next to me. I tried to cover my laughter, but I shook so hard she woke up!",0,0,0,0,1,1,0,0,0,0,0," One of the twins was sleeping next to me. I tried to cover my laughter, but I shook so hard she woke up!"
@ABCTV @AuSenate @annabelcrabb I confess I didn't watch last week. #bad Are you going to do an episode on accessibility?,0,1,0,0,0,0,0,0,1,0,0,   I confess I didn't watch last week. bad Are you going to do an episode on accessibility?
"Whenever u have a bad day, just remember that there's a bitch stalking you like it's their religion just to see if ur happier than them 😘",1,0,1,0,1,0,1,0,0,0,0,"Whenever u have a bad day, just remember that there is a bitch stalking you like it is their religion just to see if ur happier than them  face_blowing_a_kiss "
@Muhd_Babba I started reading it but it made no sense kawai I left it 😅,0,0,1,0,0,0,0,1,0,0,0, I started reading it but it made no sense kawai I left it  grinning_face_with_sweat 
@CaxtonSupport I'm sorry but I don't know what DM stands for. I know a PM 😂. But sadly not a DM. It won't create an account to find.,1,0,1,0,0,0,0,0,1,0,0, i am sorry but I don't know what DM stands for. I know a PM  face_with_tears_of_joy . But sadly not a DM. It won't create an account to find.
"bro im fuming right now how the fuck did we hand them over james for 45m, we probably paid for his plane ticket aswell so shameless",1,0,1,0,0,0,0,0,0,0,0,"bro im fuming right now how the fuck did we hand them over james for 45m, we probably paid for his plane ticket aswell so shameless"
You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease 💕💕💕❤❤,0,0,0,0,1,1,1,0,0,0,0,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease  two_hearts  two_hearts  two_hearts  red_heart  red_heart 
@CallumOBrien3 @PlymouthHerald Getting common place now I'm afraid ... even getting the 'on this day ' articles repeated ... !,0,0,0,1,0,0,0,0,0,0,0,  Getting common place now i am afraid ... even getting the 'on this day ' articles repeated ... !
Smile because you have the promise of tomorrow and the next day and the next day ..endless possibilities ! #focus #live #happiness,0,0,0,0,1,0,1,0,0,0,0,Smile because you have the promise of tomorrow and the next day and the next day ..endless possibilities ! focus live happiness
