ori_sentiment,tweet_text
happy,I remember how the experience of is defined by pairs of chairs throughout. Peaceful but sociable.
happy,We are looking forward to the unveiling of the #JacksonPollock exhibition tonight #CorporateSupporter #Liverpool #Culture
nocode,Limited prints available to order.
happy,Lovely to sketch w as part of Julie jackson is wksp
happy,I love this. Wow! Really interesting.
nocode,{ } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
happy,do not be messing with Curatorial Kittygods Sekhmet and Bastet
nocode,Please confirm the costs of employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing #AskTheGallery
nocode,. Chair of the Board. Hannah Rothschild . ffs #Rothschild #bds #Gaza
nocode,Sharing the learning from our mindfulness sessions with Rachel from who is researching silence in galleries. #MAGwellbeing
nocode,Calling Indiana jones is; Explore the Extraordinary guided by the museum is ingenious gallery trails.
happy,The new wing of by night ... stunning
angry,if no drinks are permitted in museum them this should clearly be displayed at entrance
happy,Calling all art teachers: Great opportunity to see forthcoming exhibitions #art #Liverpool
nocode,April-June 1969: Greek Gods and Heroes exhibited at the British Museum #museumhistory #exhibitions
nocode,"#LoveWins 🌈 Georges #Seurat Étude pour ""Baigneurs à Asnières"", 1883"
happy,#LoveArt
nocode,Can't wait for tomorrow . Wonderful WATERCOLOUR Elements of Nature opens 16 June 🎨
happy,Fantastic afternoon exploring the
happy,Fantastic opening night for Sir Terry Frost. Wonderful curation by
happy,"""radiant, and certainly worth another look"" on Jackson pollock is late works"
nocode,Pineapple-shaped knobs on the railings outside the Fitzwilliam Museum. #objects2015
happy,Our events team has been visiting today in preparation for our forthcoming event!
happy,"Longest day, yet it has neither the earliest sunrise nor the latest sunset!"
nocode,Castle Hill Open Day –
nocode,una greba?
happy,Huge East London art wander today: Keeping art local!
nocode,Volunteers needed for ARTIST ROOMS: Gerhard Richter Deadline: Thurs 3 Sept #artopps
nocode,Join 200 of the best in #digital at #InteractLDN | 20-21 Oct | #UX #IA #Design
not-relevant,*you are*
happy,Indigenous Australia is really worth a look
nocode,"Why Jackson #Pollock gave up painting via ""Blind Spots"" 30 June 18 October #JackTheDripper"
nocode,this might be an apple
happy,Delighted that our work has been selected for the Evolver Prize 2015 and looking forward to the show
disgust|angry,happily profit from displaying artefacts unethically obtained from countries that were under oppression and invasion
nocode,i am now head down prepping for my talk on 20/10 at Tickets are on sale. #InteractLDN
happy,Looks like my kind of party!!! i am there!
happy,Capital day with being reminded of everything we used to know 'bout statues &amp; vases! #DefiningBeauty #SusanWoodford
happy,"Thank you Andrew Nairn, Director of for sharing his insights with students today"
nocode,"Etching of ovid is Metamorphoses is by artist Salvator Rosa, born #otd 1615"
happy,Incredible innovation on the part of the by using #3DPrinting to uncover the past. #history #tech
happy,"A glorious site, a darkroom ready for use with film"
nocode,"i am at in London, Greater London"
nocode,If it is done respectfully I think it is generally ok but I see it can be a tough call.
happy,amen!
happy,"St Ives, beautiful whatever the weather, booking now for October"
nocode,Cambridge University grants honorary degrees to its 'great eight' including director
not-relevant,. art gallery in Cornwall set to undergo 12m expansion &amp; remodelling: #Engineering
nocode,Discover the Naked Truth behind Greek Art Exhibition Runs Until 5th July 2015 …
nocode,
nocode,". asked that cos Napolean used to say ""An army marches on its stomach"""
happy,...phénoménal....merci!
happy,Thank you for my book I won in the prize draw :-
nocode,Revisiting fossil sea scorpion that used to be world is largest spider #evolution #oldfriend
happy|sad,Beautiful exhibit in a fabulous space! Tad ashamed of the time it took us to remember the Oedipus Trilogy names
happy,". Beautiful! RT ""Our immerisive new exhibition #Soundscapes opens on 8 July"
nocode,"Happy Birthday "" Rubens was born #OnThisDay in 1577. 'Samson and Delilah', in room 29."
happy,"great pub, very fond holiday memories"
nocode,a leg shield guard maybe?
nocode,Any chances of #DefiningBeauty exhibition being extended?
nocode,this week is the last week people can visit kettle is Yard &amp; Castle Hill Open Day this Sat!
happy,one of my proudest moments
nocode,even this guy at the agrees with you Schwarber will be the player of the game...
nocode,what is On: Exhibition openings to look forward to this week include ruskin is Turner and
nocode,Still on!
nocode,大英博展100のモノが語る世界の歴史で最も印象に残ったアフガンの毛織物　British Museum: Collection object details
happy,"Very good, unobtrusive use of technology in revamped #WaddestonBequest, esp Palmer Cup:"
nocode,parade shield
happy,The sun is out! Time to do some holiday planning? Summer at the Museums programme ready for browsing
nocode,Lisa May Thomas explores humans and touch in The Touch Diaries Film Premiere 9 July
nocode,For Brexit gives back Parthenon statues to Greece. It will put Michel-Constant all ispipe instead them.
happy,For art enthusiasts this should not be missed. I love every minutes in this… at pic —
nocode,Guter Punk!
nocode,the whole Magritte exhibition
happy,It is a lovely museum.
nocode,Two works of art made 700 yrs apart: See Sir caro is take on duccio is Annunciation free entry
happy,Congratulations to on their last day before a thrilling renovation. Delighted have shared some of the journey with them!
nocode,Curiosa exposición monográfica de marcos Sansovino en de Londres hasta el 13-9
happy,"Truly lovely evening at #DefiningBeauty at the with thanks for everything, you are a superstar!!"
happy,Thanks for a great afternoon on Saturday fascinating films and conversation #TheArtistsPresent
happy,Great to be at the tonight to hear about #defeatingdepression. Lots of personal stories &amp; hope for the future! #timetochange
happy,This afternoon is going to be a good one
nocode,What has been your favourite exhibition since you have been there?
happy,Had such a wonderful morning thank you for having us! From Learning Team #Cornwall
nocode,Would you be able to help with this painting info? Copenhagen Harbor 1890.
happy,So enjoyed the demonstration. It must take years to master this beautiful artistry.
nocode,I do not know how many times I have walked up and down this staircase but for the…
angry,"#AskTheGallery Dr Penny, facing public outcry and a petition with nearly 45,000 signatures, will you halt privatisation at"
nocode,Monet married his wife Camille #OnThisDay in 1870.
nocode,Visste du att British Museum i #London bara visar 1% av hela sin samling?
happy,I was there in May and it was a stunning exhibition. //
nocode,Miss 's Ming exhibition last year? will bring you up to speed:…
happy,Perfect weather for this weekend is Armed Forces Day #plymouth
happy,That looks amazing! i will be there with Cece and Fifi Beau is 12 so probs a bit old :
nocode,Peri today
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland"
angry,Solidarity to those striking at the National Gallery. NO TO PRIVATIZATION #TUCLGBT15
happy,Hedge bindweed out in force in Peckham. The same plant grows around St Helen on this amazing pendant
happy,"thank you so much, David!"
sad,Lots of questions about privatisation and sacking of our rep on #AskTheGallery. V disappointing they were not addressed.
happy,Love it! Surely the Royals had/have way too much money :
not-relevant,#FF Happy Friday!
nocode,close up of the #portlandvase &lt;3 #roman #cameo glass
nocode,Yes it was described as coming from one of these world is first mass graves.
nocode,Is the last one currently in politics?
happy,I have been enjoying the British Library Crime Classics series that I bought at Hatchards.
happy,Workshop today on Manchu Money was more than great. Money does not stink. Thank you
happy,the longest day then new beginnings and big positive changes in the coming days
happy,"thank you, that looks great!"
not-relevant,
happy,The National Gallery loved our training! We can help with your accessibility too!
nocode,"""Richard III became King of England #onthisday in 1483 showing at July/Aug via"
happy,thank you!
happy,Piero della Francesca! One of my favourite pieces ever.
sad,"Since a few of these were included, it would be nice to see more it felt like a concessionary nod &gt;"
nocode,we are leaving the and we are off to the horniman for the communication group
nocode,Why was the body the most important subject for art in Ancient Greece? From gods to sports stars
not-relevant,CarleMagne
nocode,Weapons of resistance: #IndigenousAustralia Curator Gaye blogs about Jandamarra
not-relevant,Come down to Cass Art Liverpool and get creative on our outside try me table!!
nocode,St Eleftherios Greek School trip to British Museum see more at #britishmuseum
nocode,Plus more recent evidence from survey
happy,Really enjoyed early morning visit to #definingbeauty lots of works i would over even seen in books BMImages_com
happy,supporting this great event for the 3rd year Sat 20th June 12pm to 5pm
happy,Studio work done off to the JOY!
happy,"Looking forward to Jackson Pollock Blind Spots. Never Mind the Pollocks, Dripping Not Pouring."
nocode,. are tweeting about Baroque today. Here is a work by Reni from our collecti... via
not-relevant,Do you post information leaflets etc. to schools? i am the librarian/LRC manager of a large school library in North London.
happy,and a fav from for the birfday boy:
happy,Thankfully able to view #definingbeauty statuary from all sides. 3-D is often neglected in displays. #callipygian
nocode,My new portfolio with recent art glass projects is available Download it now
nocode,did you see this?
disgust,it should work the link is ok on my browser. Perhaps it is the X-rated content...
nocode,"Napoleon Lost Waterloo, But Won History"
happy,#PedagooFriday trip to being given a 10/10 by students plus they loved my treasure hunt resource
nocode,no trainers or sandles .
nocode,From 12pm on we preview #CastleHillOpen Day in #Cambridge with
nocode,FLAMIN: the Artists Present… w/ Sarah Turner &amp; Larissa Sansour THIS SAT
nocode,"Images of #Cambridge May 2015. 10. Medieval Ascension in stone,"
happy,That looks amazing! #GetInMyWellie
nocode,are you supporting the strikers at against privatisation? thanks
nocode,"i am at in London, Greater London"
happy,Off to with 30 KS3 tomorrow hope they do not forget to bring water with their pack lunch! #hotWeather
nocode,"Next Monday, our Index Editor Barbara Pezzini will be giving a lecture at"
not-relevant,#AskTheGallery i am glad to hear you have taken note!
happy,"Enchanted by in Cambridge, which is now my favourite art gallery &amp; my favourite house"
happy,Terry Frost soft sculptures looking fantastic
nocode,#Solidarity | BLOG: assistants are on strike and it is crucial we pay attention via
nocode,Ms Marini discussing a painting with our students #stockleyart
