text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"We stand with all our brothers and sisters. *note on the second pic, not our signs, but the sentiment stands. #blacklivesmatter #iloveyorkcity #nolivesmatteruntilblacklivesmatter @York, Pennsylvania https://www.instagram.com/p/CA-fZbUnYKb/?igshid=9ielscbwr1u4","['we', 'stand', 'with', 'all', 'our', 'brothers', 'and', 'sisters', 'note', 'on', 'the', 'second', 'pic', 'not', 'our', 'signs', 'but', 'the', 'sentiment', 'stands', 'blacklivesmatter', 'iloveyorkcity', 'nolivesmatteruntilblacklivesmatter', 'pennsylvania']","[""we'"", 'stand', 'with', 'all', 'we', 'brother', 'and', 'sister', 'note', 'on', ""the'"", 'second', 'pic', 'not', 'we', 'sign', 'but', ""the'"", 'sentiment', 'stand', 'blacklivesmatter', 'iloveyorkcity', ""nolivesmatteruntilblacklivesmatter'"", 'pennsylvania']",trust,1.0,0.648,inspired,13.0,1.966348356763537,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
A very powerful painting by francois.bard !!! “I just Want to Live.” #blackart #blacklivesmatter #staystrong #art #wehearyou #georgefloyd #urbanwalls #urbanwallsbrazil #@U.S.A. https://www.instagram.com/p/CA-fdRMH252/?igshid=zejf9s4075k7,"['a', 'very', 'powerful', 'painting', 'by', 'francois.', 'bard', 'i', 'just', 'want', 'to', 'live.', 'blackart', 'blacklivesmatter', 'staystrong', 'art', 'wehear', 'you', 'georgefloyd', 'urbanwalls', 'urbanwallsbrazil']","['very', 'powerful', 'painting', 'by', 'francois.', ""bard'"", 'i', 'just', 'want', ""to'"", 'live.', 'blackart', 'blacklivesmatter', 'staystrong', 'art', 'wehear', 'you', 'georgefloyd', 'urbanwall', 'urbanwallsbrazil']",anticipation,2.0,0.8680000000000001,dontcare,6.0,1.3396325802715283,1.0,1.0,5.0,0.0,0.0,0.0,joy,5.0
"I still have a lot of learning to do, but I’m committing to putting in that work. Proud to be learning alongside such a great organization BLACK LIVES MATTER ","['i', 'still', 'have', 'a', 'lot', 'of', 'learning', 'to', 'do', 'but', 'i', 'am', 'committing', 'to', 'putting', 'in', 'that', 'work', 'proud', 'to', 'be', 'learning', 'alongside', 'such', 'a', 'great', 'organization', 'black', 'lives', 'matter']","['i', 'still', 'have', ""a'"", 'lot', 'of', 'learning', ""to'"", ""do'"", 'but', ""i'"", 'am', 'commit', ""to'"", 'put', 'in', 'that', 'work', 'proud', ""to'"", ""be'"", 'learn', 'alongside', 'such', 'a', 'great', 'organization', 'black', 'life', 'matter']",trust,3.0,1.54,inspired,17.0,3.7377752347610627,0.0,0.0,9.0,1.0,0.0,0.0,joy,9.0
We need more banding together. All lives dont matter until black lives matter. More people need to realize that standing with the black and POC communities helps society as a whole. It helps the world as a whole. We will win this. We will get the change we need. I stand with you!,"['we', 'need', 'more', 'banding', 'together', 'all', 'lives', 'do', 'nt', 'matter', 'until', 'black', 'lives', 'matter', 'more', 'people', 'need', 'to', 'realize', 'that', 'standing', 'with', 'the', 'black', 'and', 'poc', 'communities', 'helps', 'society', 'as', 'a', 'whole', 'it', 'helps', 'the', 'world', 'as', 'a', 'whole', 'we', 'will', 'win', 'this', 'we', 'will', 'get', 'the', 'change', 'we', 'need', 'i', 'stand', 'with', 'you']","[""we'"", 'need', 'more', 'banding', 'together', 'all', 'life', ""do'"", 'not', 'matter', 'until', 'black', 'life', 'matter', 'more', 'people', 'need', ""to'"", 'realize', 'that', 'standing', 'with', ""the'"", 'black', 'and', 'poc', 'community', 'help', 'society', 'as', 'a', 'whole', 'it', 'help', ""the'"", 'world', 'as', 'a', 'whole', ""we'"", 'will', 'win', 'this', ""we'"", 'will', 'get', 'the', 'change', ""we'"", 'need', ""i'"", 'stand', 'with', 'you']",joy,3.0,1.5589999999999997,inspired,23.0,4.955775886529233,0.0,0.0,14.0,3.0,0.0,1.0,joy,14.0
black lives matter black lives matter black lives matter,"['black', 'lives', 'matter', 'black', 'lives', 'matter', 'black', 'lives', 'matter']","['black', 'life', 'matter', 'black', 'life', 'matter', 'black', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,4.0,0.8267681235777357,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
Minnesota Attorney General Ellison: Rescind the Minneapolis Medical Examiner’s report of George Floyd - Sign the Petition! http://chng.it/XR5ByQYs via @Change,"['minnesota', 'attorney', 'general', 'ellison', 'rescind', 'the', 'minneapolis', 'medical', 'examiner', 'is', 'report', 'of', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['minnesota', 'attorney', 'general', 'ellison', 'rescind', ""the'"", 'minneapolis', 'medical', 'examiner', 'be', 'report', 'of', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,3.0,1.235,annoyed,14.0,2.319109437651182,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/RYzFYHBK via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"Nice to meet you KING , my name is KING Yabba #nycprotests #wednesdaymorning #GeorgeFloyd SALUTE YOU KING!","['nice', 'to', 'meet', 'you', 'king', 'my', 'name', 'is', 'king', 'yabba', 'nycprotests', 'wednesdaymorning', 'george', 'floyd', 'salute', 'you', 'king']","['nice', ""to'"", 'meet', 'you', 'king', 'my', 'name', 'be', 'king', ""yabba'"", 'nycprotest', 'wednesdaymorning', 'george', 'floyd', 'salute', 'you', 'king']",trust,1.0,0.49200000000000005,amused,7.0,1.2481561408164301,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
Fight the power. #blacklivesmatter #blm #baltimore #maryland @Baltimore City Hall https://www.instagram.com/p/CA-gXnyJcTS/?igshid=a5ft3u4sn6bi,"['fight', 'the', 'power', 'blacklivesmatter', 'blm', 'baltimore', 'maryland', 'city', 'hall']","['fight', ""the'"", 'power', 'blacklivesmatter', 'blm', 'baltimore', 'maryland', 'city', 'hall']",fear,1.0,0.7190000000000001,amused,6.0,0.8463233658345377,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
" #BlackLivesMattter And if you don’t think so, please remove yourself(selves) from my life! #GeorgeFloyd #ThisIsAmerica #TrumpSpewsHatred #TrumpIsHate #ICanNotSupportTrump #IWillNotDieSoYouCanLive #TheCaseOfTwoAmericas #Amerikkka #TwoAmericas #UseYourPrivilegeForMyGood","['black', 'lives', 'mattter', 'and', 'if', 'you', 'do', 'not', 'think', 'so', 'please', 'remove', 'yourself', 'selves', 'from', 'my', 'life', 'george', 'floyd', 'this', 'is', 'america', 'trump', 'spews', 'hatred', 'trump', 'is', 'hate', 'i', 'can', 'not', 'support', 'trump', 'i', 'will', 'not', 'die', 'so', 'you', 'can', 'live', 'the', 'case', 'of', 'two', 'americas', 'amerikkka', 'two', 'americas', 'use', 'your', 'privilege', 'for', 'my', 'good']","['black', 'life', 'mattter', 'and', 'if', 'you', ""do'"", 'not', 'think', ""so'"", 'please', 'remove', 'yourself', 'self', 'from', 'my', 'life', 'george', 'floyd', 'this', 'be', 'america', 'trump', 'spew', 'hatred', 'trump', 'be', 'hate', ""i'"", 'can', 'not', 'support', 'trump', ""i'"", 'will', 'not', 'die', ""so'"", 'you', 'can', 'live', ""the'"", 'case', 'of', ""two'"", 'america', 'amerikkka', 'two', 'america', 'use', 'you', 'privilege', 'for', 'my', 'good']",sadness,6.0,2.8600000000000003,inspired,25.0,4.427889488658281,0.0,0.0,16.0,4.0,1.0,0.0,joy,16.0
Everyone I know is for George Floyd and ending racism! How do we do that excatly? Fire all the police? That’s what the protesters want!,"['everyone', 'i', 'know', 'is', 'for', 'george', 'floyd', 'and', 'ending', 'racism', 'how', 'do', 'we', 'do', 'that', 'excatly', 'fire', 'all', 'the', 'police', 'that', 'is', 'what', 'the', 'protesters', 'want']","['everyone', ""i'"", 'know', 'be', 'for', 'george', 'floyd', 'and', 'end', 'racism', 'how', ""do'"", ""we'"", ""do'"", 'that', 'excatly', 'fire', 'all', ""the'"", 'police', 'that', 'be', 'what', ""the'"", 'protester', 'want']",fear,2.0,0.964,annoyed,12.0,1.8635697794203958,0.0,0.0,7.0,1.0,2.0,2.0,joy,7.0
Official George Floyd Memorial Fund ,"['official', 'george', 'floyd', 'memorial', 'fund']","[""'official"", 'george', 'floyd', 'memorial', 'fund']",trust,1.0,0.68,annoyed,5.0,0.8893329546237101,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/Vq6WWfV5 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/VSkZ5hT2 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Mayor Jacob Frey: Justice for George Floyd http://chng.it/XcQrc958 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'via']",trust,1.0,0.711,dontcare,7.0,1.2981603069719325,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/FjKCvSc4 via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Stays spamming the live with black lives matter is my kink,"['stays', 'spamming', 'the', 'live', 'with', 'black', 'lives', 'matter', 'is', 'my', 'kink']","[""'stay"", 'spamming', ""the'"", 'live', 'with', 'black', 'life', 'matter', 'be', 'my', 'kink']",joy,2.0,0.844,amused,8.0,1.4670117513645442,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
Sixers' Tobias Harris calls for commissioner to resign following Black Lives Matter remarks ,"['sixers', 'tobias', 'harris', 'calls', 'for', 'commissioner', 'to', 'resign', 'following', 'black', 'lives', 'matter', 'remarks']","[""'sixer"", 'tobia', 'harris', 'call', 'for', 'commissioner', ""to'"", 'resign', 'follow', 'black', 'life', 'matter', 'remark']",trust,3.0,1.3130000000000002,inspired,16.0,2.6948410555281925,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
" .. #Cops Give A Damn About A #Negro ..Pull A Trigga..On A Nixxa ..He’s A #Hero .. #YouAskedForIt #GeorgeFloyd #LifeStoryInAQuietStorm #Unity #MajorityIsMinority #RIPtupac @Alexandria, Virginia https://www.instagram.com/p/CA-goOrJT1g/?igshid=19a80apov7pid","['cops', 'give', 'a', 'damn', 'about', 'a', 'negro', 'pull', 'a', 'trigga', 'on', 'a', 'nixxa', 'he', 'is', 'a', 'hero', 'you', 'asked', 'for', 'it', 'george', 'floyd', 'life', 'story', 'in', 'a', 'quiet', 'storm', 'unity', 'majority', 'is', 'minority', 'r', 'i', 'ptupac', 'virginia']","['cop', 'give', ""a'"", 'damn', 'about', ""a'"", 'negro', 'pull', 'a', 'trigga', 'on', 'a', 'nixxa', ""he'"", 'be', 'a', 'hero', 'you', 'ask', 'for', 'it', 'george', 'floyd', 'life', 'story', 'in', ""a'"", 'quiet', 'storm', 'unity', 'majority', 'be', 'minority', 'be', ""i'"", 'ptupac', 'virginia']",trust,4.0,2.383,inspired,19.0,2.7679320114809216,0.0,0.0,8.0,1.0,0.0,1.0,joy,8.0
George Floyd.,"['george', 'floyd']","['george', 'floyd']",,0.0,0.0,dontcare,2.0,0.4491627434849126,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"You are the Cause of the Chaos and the destruction of America as we know it. You might not have killed George Floyd but your incendiary remarks and lack of positive leadership has accelerated the violence because you are a hateful, dishonest and fleckless President the worst ever","['you', 'are', 'the', 'cause', 'of', 'the', 'chaos', 'and', 'the', 'destruction', 'of', 'america', 'as', 'we', 'know', 'it', 'you', 'might', 'not', 'have', 'killed', 'george', 'floyd', 'but', 'your', 'incendiary', 'remarks', 'and', 'lack', 'of', 'positive', 'leadership', 'has', 'accelerated', 'the', 'violence', 'because', 'you', 'are', 'a', 'hateful', 'dishonest', 'and', 'fleckless', 'president', 'the', 'worst', 'ever']","['you', 'be', ""the'"", 'cause', 'of', ""the'"", 'chaos', 'and', ""the'"", 'destruction', 'of', 'america', 'as', ""we'"", 'know', 'it', 'you', 'might', 'not', 'have', 'kill', 'george', 'floyd', 'but', ""your'"", 'incendiary', 'remark', 'and', 'lack', 'of', 'positive', 'leadership', 'have', 'accelerate', ""the'"", 'violence', 'because', 'you', 'be', ""a'"", 'hateful', 'dishonest', 'and', 'fleckless', 'president', ""the'"", 'worst', 'ever']",fear,6.0,4.613,annoyed,24.0,3.467857654093318,1.0,1.0,13.0,2.0,2.0,1.0,joy,13.0
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! http://chng.it/cJkHgSHm via @Change,"['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', 'the', 'petition', 'via']","['mayor', 'jacob', 'frey', 'justice', 'for', 'george', 'floyd', 'sign', ""the'"", 'petition', 'via']",trust,1.0,0.711,dontcare,9.0,1.534940365683796,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Marquette University rescinds athlete's admission over Snapchat about George Floyd ,"['marquette', 'university', 'rescinds', 'athlete', 'is', 'admission', 'over', 'snapchat', 'about', 'george', 'floyd']","['marquette', 'university', 'rescind', 'athlete', 'be', 'admission', 'over', 'snapchat', 'about', 'george', 'floyd']",trust,1.0,0.414,dontcare,8.0,1.6467471930257027,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
Why can’t your own fucking white famiky get it through their heads. its not about all lives matter black lives matter.yes your white ass still matters every breathing person matters. its blacks who need the world to know we matter we are tired of being mistreated.#BlueLivesMatter,"['why', 'can', 'not', 'your', 'own', 'fucking', 'white', 'famiky', 'get', 'it', 'through', 'their', 'heads', 'it', 's', 'not', 'about', 'all', 'lives', 'matter', 'black', 'lives', 'matter', 'yes', 'your', 'white', 'ass', 'still', 'matters', 'every', 'breathing', 'person', 'matters', 'it', 's', 'blacks', 'who', 'need', 'the', 'world', 'to', 'know', 'we', 'matter', 'we', 'are', 'tired', 'of', 'being', 'mistreated', 'blue', 'lives', 'matter']","['why', 'can', 'not', 'you', 'own', 'fuck', 'white', 'famiky', 'get', 'it', 'through', 'they', 'head', 'it', ""'s"", 'not', 'about', 'all', 'life', 'matter', 'black', 'life', 'matter', 'yes', 'you', 'white', 'ass', 'still', 'matter', 'every', 'breathing', 'person', 'matter', 'it', ""'s"", 'black', ""who'"", 'need', ""the'"", 'world', ""to'"", 'know', ""we'"", 'matter', ""we'"", 'be', 'tired', 'of', 'be', 'mistreate', 'blue', 'life', 'matter']",trust,3.0,1.266,inspired,24.0,4.341988209561162,1.0,1.0,12.0,4.0,1.0,0.0,joy,12.0
"The song has been on my mind because I could have been on this list that includes George Floyd, Eric Garner, Amadou Diallo, Freddie Gray...","['the', 'song', 'has', 'been', 'on', 'my', 'mind', 'because', 'i', 'could', 'have', 'been', 'on', 'this', 'list', 'that', 'includes', 'george', 'floyd', 'eric', 'garner', 'amadou', 'diallo', 'freddie', 'gray']","[""the'"", 'song', 'have', 'be', 'of', 'and', 'my', 'mind', 'because', ""i'"", 'could', 'have', 'be', 'on', 'this', 'list', 'that', 'include', 'george', 'floyd', 'eric', 'garner', 'amadou', 'diallo', 'freddie', 'gray']",,0.0,0.0,annoyed,14.0,2.5632187901942936,0.0,0.0,9.0,0.0,0.0,0.0,joy,9.0
That's all I got. Please take care of each other out there. Black Lives Matter. Always. ,"['that', 'is', 'all', 'i', 'got', 'please', 'take', 'care', 'of', 'each', 'other', 'out', 'there', 'black', 'lives', 'matter', 'always']","['that', 'be', 'all', ""i'"", 'get', 'please', 'take', 'care', 'of', 'each', ""'other"", 'out', 'there', 'black', 'life', 'matter', 'always']",trust,1.0,0.47700000000000004,inspired,10.0,2.0298067577919525,0.0,0.0,10.0,0.0,0.0,0.0,joy,10.0
"1/5 “Racism isn’t just Black people’s problem, and inaction is a tacit endorsement of the status quo.” Great tips from @HarvardBiz on how to take meaningful actions against racism: #BLM #IStandWithProtestors #BlackLivesMatter ","['1/5', 'racism', 'is', 'not', 'just', 'black', 'people', 'is', 'problem', 'and', 'inaction', 'is', 'a', 'tacit', 'endorsement', 'of', 'the', 'status', 'quo', 'great', 'tips', 'from', 'on', 'how', 'to', 'take', 'meaningful', 'actions', 'against', 'racism', 'blm', 'i', 'stand', 'with', 'protestors', 'black', 'lives', 'matter']","['1', '5', 'racism', 'be', 'not', 'just', 'black', 'people', 'be', 'problem', 'and', 'inaction', 'be', ""a'"", 'tacit', 'endorsement', 'of', ""the'"", 'status', 'quo', 'great', 'tip', 'from', 'on', 'how', ""to'"", 'take', 'meaningful', 'action', 'against', 'racism', 'blm', 'i', 'stand', 'with', 'protestor', 'black', 'life', 'matter']",joy,2.0,0.829,inspired,22.0,3.714498318993547,1.0,1.0,12.0,1.0,3.0,1.0,joy,12.0
GEORGE FLOYD PROTEST SHUT DOWN I-64 LAST NIGHT.. 6/2/20 #BLM #ChangeTheSystem #Hampton,"['george', 'floyd', 'protest', 'shut', 'down', 'i', '64', 'last', 'night', '6/2/20', 'blm', 'change', 'the', 'system', 'hampton']","['george', 'floyd', 'protest', 'shut', 'dow', 'and', ""i'"", '64', 'last', 'night', '6/2', '20', 'blm', 'change', ""the'"", 'system', 'hampton']",trust,1.0,0.406,annoyed,10.0,1.5400753290792157,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
#BlackLivesMatter Period ,"['black', 'lives', 'matter', 'period']","['black', 'life', 'matter', 'period']",trust,1.0,0.47700000000000004,inspired,5.0,0.9447268718476972,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"pandemic that disproportionately affects Black Americans, the deeper meaning in her words were not lost on me. They were the same words spoken by George Floyd before he died. And Eric Garner. And likely countless other Black Americans at the hands of not just the police, but the","['pandemic', 'that', 'disproportionately', 'affects', 'black', 'americans', 'the', 'deeper', 'meaning', 'in', 'her', 'words', 'were', 'not', 'lost', 'on', 'me', 'they', 'were', 'the', 'same', 'words', 'spoken', 'by', 'george', 'floyd', 'before', 'he', 'died', 'and', 'eric', 'garner', 'and', 'likely', 'countless', 'other', 'black', 'americans', 'at', 'the', 'hands', 'of', 'not', 'just', 'the', 'police', 'but', 'the']","['pandemic', 'that', 'disproportionately', 'affect', 'black', 'americans', ""the'"", 'deeper', 'meaning', 'in', 'she', 'word', 'be', 'not', 'lose', 'on', 'i', 'they', 'be', ""the'"", 'same', 'word', 'speak', 'by', 'george', 'floyd', 'before', 'he', 'die', 'and', 'eric', 'garner', 'and', 'likely', 'countless', 'other', 'black', 'americans', 'at', ""the'"", 'hand', 'of', 'not', 'just', ""the'"", 'police', 'but', 'the']",sadness,6.0,3.8440000000000003,inspired,25.0,3.830006943069584,0.0,0.0,9.0,3.0,0.0,1.0,joy,9.0
"I have the ability and the privilege to speak up. I'll be damned if I don't use every breath to fight. #blacklivesmatter @Philadelphia, Pennsylvania https://www.instagram.com/p/CA-idLfJETL/?igshid=1htt7k0gpzrw3","['i', 'have', 'the', 'ability', 'and', 'the', 'privilege', 'to', 'speak', 'up', 'i', 'will', 'be', 'damned', 'if', 'i', 'do', 'not', 'use', 'every', 'breath', 'to', 'fight', 'blacklivesmatter', 'pennsylvania']","[""'i"", 'have', ""the'"", 'ability', 'and', ""the'"", 'privilege', ""to'"", 'speak', 'up', ""i'"", 'will', ""be'"", 'damned', 'if', ""i'"", 'do', 'not', 'use', 'every', 'breath', ""to'"", 'fight', 'blacklivesmatter', 'pennsylvania']",fear,1.0,0.7190000000000001,inspired,9.0,1.6577610974471633,0.0,0.0,7.0,2.0,1.0,0.0,joy,7.0
