ori_sentiment,tweet_text
worry,Psych has to be better than neuro! Or at least in a better part of town? I miss you
sadness,so fuckin tired. did not get home till 5:30. work at bjs at 12:15
enthusiasm,says Goodmorning.
worry,heyy watching the simpson with shezza and paula
worry,tasha is really bad haircut. she is being treated for skin cancer and is shaved from neck to tail.
worry,"it is not the internal fuse either Poop. Might have to get the spare out of the loft, although that might be a job for 2 people..."
neutral,and if i lived in usa i would gotto 2 go to 106 park ma aunty lives in NYC the bronx GRRR
relief,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it will be a good advertisement
neutral,"yay for nice weather, boo for cici not being here this weekend"
worry,was spose to be going to a party tonight but gues what im sick grrrrr.
worry,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down! wish i can give him a huge hug right now"
sadness,Too traumatic to even discuss and none of yall are here!!! Everyone has left for the weekend.
neutral,Maybe JD can help you out there I do not know though But I will ask!
surprise,"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ???? ."
surprise,"massive beer guardian. Huuuge. Told you already, do not you trust me?"
worry,i had a dream that u did not like me
worry,I adoreeeee Matt Nathanson!! I am so jealous of you right now.
worry,anything to sell an album. poor thing.
worry,god I need to revise today! i am so lazy
surprise,oh no your poor car is testicles
sadness,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!"
happiness,Got to go shopping with wife down to tesco is. I knew my day was going to well.
worry,my phne blocks text
hate,Stupid idiot who ran a stop sing and almost killed me and my car!
neutral,I am also very tired
neutral,Sleeping over my cousin is house for the weekend. Bugzy
worry,"laptop pooped. new harddrive needed? using dh is old pc now. maybe offline a while damn BSOD!! happened too many times, Safe Mode only now"
worry,$4 lonestar pitchers at ? If only I was not still recovering from last weekend is bout of irresponsible gluten consumption
relief,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI
neutral,I realised that many people are not interested in doing business on Twitter they just want to be heard online Nothing more
sadness,Rose City Sirens were uber cool last night! Wish I could have stayed longer
neutral,is is listening to Heart Ain't Brain by Chris Brown.
sadness,stood on my curlers and burnt myself then burnt my hand when i picked them up..
worry,He got those cars before he lost his job. He used to make good money. Now he works at McDonalds because nobody will hire him.
sadness,Is wondering what happened to the sun? Damn May grey!
sadness,"Im feeling so nostalgic. Im sad. But happy. I do not now how to feel. it is over, but not at the same time. It just feels over. i love you."
worry,its sprinkling outside i hope it does not rain during our game ..
sadness,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it %$&amp;!
sadness,"no such luck and u are not coming to Detroit Luckily, i will be seeing u and the crew in Chicago"
sadness,is doing nothing lol
neutral,"i am on it, probably not until next week though"
worry,i miss my earrings lol you should let me know when your close by
sadness,Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas
sadness,I wish the sun would shine. but it won't
sadness,"Very. i am ill and attempting to remember lots, and nothing is going in."
sadness,Cried my eyes out watching My Girl last period hahah
love,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week KUSO!
sadness,is leavin bc of racists *starts cryin*
hate,why bother at celebs? eh? because it is almost like talking to them
neutral,wishes he had realized his wife had not held onto the debit card before he took a long walk to get lunch and not after. GRRR!
surprise,Ah Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;- Is your journey home long?
worry,how do I gain weight?! I lost 20 pounds and I want it back.. i am only 108 and i am 23 yrs old at 5'7. Not healthy.
sadness,i am hungry but can not eat anything right now because my tongue hurts so bad.
worry,oh man hope you guys were not shaken up too bad!
neutral,Eurgh.. Revision.. Who invented History?
neutral,i am not putting anything
worry,i will update you. I had to leave him at the vet for tests and xrays.
surprise,it was only announced in the last few days. Due to cancer I think
worry,they have changed the soap in the men is loo and it does not smell of marzipan anymore. I miss the marzipan soap
sadness,Hey guys i am back from work.. It was kinda horrible
worry,You know i NEVER wanna hurt you
neutral,Everyone we have another hater
surprise,oh my. i have to play cluedo.
worry,psh... i am not cool enough to go to their open-houses.
hate,I really hate revision
sadness,aww my friend just called and said that she got a better job so she will not be working with me anymore
neutral,doesnt know how to pimp out here Twitter page.
worry,"btw, your shirts are shipping out! I ran out of stock on the one size you ordered for the &quot;I AM FAMOUS&quot; sorry"
surprise,I smell cake but I do not see any cake on the oven!
sadness,Leaving SF soon. I just might cry.
happiness,"man, 4 months until we get to see what those drunk tweets were all about"
worry,Daisy just got attacked by another doggie in the park
neutral,Webcams Hoepfner Burgfest in #Karlsruhe: Automatic reload #fail
neutral,Better do some physics revision x
hate,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR."
sadness,"I need a restful weekend, but I will have to work instead"
neutral,Hairspray in hair + lighter&amp;bong = new haircut
sadness,thank u!! I know i will miss u too Ill take pics as soon as I get there I need your email txt it to me or something
enthusiasm,"Working on this DAMN Financial project, Definitely not having any fun this weekend , I want to spend it wit my BAAABY waaaah"
relief,"im well exited for this weekend, partaaaay! although i dont want to go back to school on Tuesday"
surprise,"that happened to me so often, i hated it. every time i moved to a username that i thought i would love, i moved soon after."
hate,Hey ugh im sick and its summar !
neutral,Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?
boredom,On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16
neutral,yep but i am going better now
neutral,tour got canceled
sadness,im so jealous. i want an octo drive
fun,Yaaaaay Friday.... Oh wait.... i am working TOMORROW
neutral,Is at work ohwell need money so : D
worry,although you wear sunglasses i can see how uncomfortable you felt. poor sam.
surprise,damn lol....where u headed to?
neutral,Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close
worry,"No, rather we are OMG it is nearly Monday"
worry,Just spent more than 45 minutes looking at the Aud
sadness,he is retiring from the tonight show im so bummed. he was awesome ha. AND CONGRATS MY DEAR
sadness,"You mustv are read my mind. I WAS going, but now it is thunderstorming AND I have to pick up the boys from the bus stop"
neutral,i see 5 faces in that thing. but no more xx
surprise,Anddd justin. Eff
neutral,"must... stop... using... LOL, so much... crap I did it again"
worry,ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet
surprise,did u try taco n mac n cheese pizza???? i am so cravin it right now BUT all the good food makes me sick
sadness,xbox broke hope you enjoy playing 1 vs. 100. I was...looking forward to that.
sadness,i cantttt. my grandparents are here.
sadness,ok so everyone is out an im stuck in bored and ill
sadness,"the downside of getting TDL 3 days early is that i will not have time to read it til next week anyway! but still, hurrah *clutches it close*"
neutral,nope
worry,"Over-thought tying my shoe, could not figure it out for a while"
hate,"Oh, fuck me. i have just returned from the Supermarket Of Doom to find that I have nothing to drink here."
worry,"How come it is so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back."
worry,Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout
happiness,What a glorious week. My best holiday ever I think. I so do not want to go home in the morning
worry,my tummy hurts
worry,Hangin with the fam! My head is hurtin
sadness,I sorry
happiness,aaaw too bad .. i am in a good mood to phone with someone lol
worry,Hott as Africa lol yeah its hot here too and its a big storm here
