ori_sentiment,tweet_text,sentiment
sadness,When my grandfathers died and I realized how much I would miss them.,sadness
disgust,"During a football game, another player who was perspiring very strongly ran into me.",disgust
joy,"At a choral concert I appeared as a solist. The concert5 was very good, I forgot all the hard work that had been done before. There remained only an undescribable joy and a feeling of warmth, security etc.",joy
fear,"I am a ""cantor"" I sing psalms in church. Several weeks ago I had to sing too, but the organist did not tell me in time. As I did not know the psalm, I was afraid and said that I could not sing.",fear
anger,"During the Christmas holdidays I wanted to invite my brother, his girlfriend and their child for dinner. When I said to my brother is girlfriend that I would like them to come at my place for dinner, she refused and never mentioned it again as if I had never asked her.",anger
sadness,"Several years ago my brother died in an accident. When I heard about it, I was very sad. It took years until I resigned myself to it.",sadness
disgust,"I read a book about the situation in South-Africa, about the terrible violations of human rights. I was disgusted with the white population.",disgust
joy,When my brother came back home after staying in hospital. He had undergone an operation which had been a matter of life or death. When he came home I could see him smile for the first time after may weeks.,joy
fear,After a short stay in Marocco we missed the ferry-boat back to Spain and we had to look for an accomodation. By chance we met a man who offered to take us to a camping site. While I was sitting in his car I was terribly afraid because I had heard of people being robbed in Marocco.,fear
anger,"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me.",anger
sadness,I met some nice people during my holdidays. When they left I knew that I would never see them again.,sadness
disgust,"A drunk man attacked his wife and wanted to humiliate her by insulting her. Then he turned violent and started to beat her in front of her child. She left it happen without saying a word in order not to make things worse. I watched the scene and tried to calm the man, but without success. Just because he was stronger we had to comply. From that day I detested him.",disgust
joy,One day I did not feel very well and I wanted to talk to somebody. A friend invited me for dinner and I was very glad.,joy
fear,"I was driving my car and it was very misty. It was in the night and I was alone in my car. I felt totally insecure, nervous and overstrained.",fear
anger,My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.,anger
sadness,When my uncle died whom I had loved very much. I was very sad and I felt totally helpless.,sadness
disgust,"I watched the news at the TV, it was a commentary about ""Hainburg"". I felt disgusted when I heard members of the union speak about the situation.",disgust
joy,A friend of mine often had difficulties with her parents. Once she had a child she had a better relationship with them.,joy
fear,"Once our school class went skiing. On a steep slope a boy standing behind me lost his balance, fell down and drew me with him. I slided down the whole slope. At about 1 m distance from a tree I could stop.",fear
anger,It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.,anger
sadness,"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place.",sadness
disgust,A friend was assaulted by a young man on her way home.,disgust
