sentiment,text,other,tweet_text
joy,"My son was registered to get admission in grade one of the
primary school.  The chances of him getting a place there was 1/10.
Two weeks later I was informed that he had been enrolled.",,my son was registered to get admission in grade one of theprimary school. the chances of him getting a place there was 1/10.two weeks later i was informed that he had been enrolled.
fear,"When I came back from work one day, the friends of my son told me
that he had not come back from school and that he was lost.",,"when i came back from work one day, the friends of my son told methat he had not come back from school and that he was lost."
anger,"My room-mate locked up our room without specifying where I would
find the keys.  I had to spend several hours in my other friend's
room.",,my room-mate locked up our room without specifying where i wouldfind the keys. i had to spend several hours in my other friend isroom.
sadness,"I lost my grandfather whom I loved very much.  I had not known
that he had been ill for a very time, when I received this
message he was already dead.",,"i lost my grandfather whom i loved very much. i had not knownthat he had been ill for a very time, when i received thismessage he was already dead."
disgust,"The teacher of one course gave me 10 questions with sub-questions
going from a to e for each question.  She asked me to do all this
in one and a half hours.  It involved a lot of describing and
explaining and even though I knew all the answers, I could not
finish the work.",,"the teacher of one course gave me 10 questions with sub-questionsgoing from a to e for each question. she asked me to do all thisin one and a half hours. it involved a lot of describing andexplaining and even though i knew all the answers, i could notfinish the work."
shame,"I forgot that the course instructor had directed us to go for
special classes after the usual class hours.  I missed this the
first day and when he asked me about it the next day I said that
I had forgotten.",,i forgot that the course instructor had directed us to go forspecial classes after the usual class hours. i missed this thefirst day and when he asked me about it the next day i said thati had forgotten.
guilt,"I was to inform the neighbour on my left that a robber had been
spotted the same evening near the house of the neighbour in front.
I did not do it and the same day the thieves broke into this
neighbour's house.",,i was to inform the neighbour on my left that a robber had beenspotted the same evening near the house of the neighbour in front.i did not do it and the same day the thieves broke into thisneighbour is house.
joy,When my father bought me a suit.,,when my father bought me a suit.
fear,After having taken an exam i feared having failed it.,,after having taken an exam i feared having failed it.
anger,"I was badly beaten up by one of my friends during a wedding
party.",,i was badly beaten up by one of my friends during a weddingparty.
sadness,I was very sad at hearing that my grandfather had passed away.,,i was very sad at hearing that my grandfather had passed away.
disgust,"I was disappointed by a girlfriend when I visited her at her home
in Woodlands.",,i was disappointed by a girlfriend when i visited her at her homein woodlands.
shame,"I was ashamed at being the only one to have got a C+ in ED120
assignment.",,i was ashamed at being the only one to have got a c+ in ed120assignment.
