ori_sentiment,text,other,tweet_text
fear,"I was approaching my exam time and my books got stolen.  I was in
a panic as I thought that I would not do well enough to be
considered for the economics quota.  I cried a lot but that did
not help and as the exam day came near a strange fear gripped me.",,I was approaching my exam time and my books got stolen. I was ina panic as I thought that I would not do well enough to beconsidered for the economics quota. I cried a lot but that didnot help and as the exam day came near a strange fear gripped me.
anger,"I was annoyed this particular day as it seemad that the odds were
not in my favour.  My grandfather added fuel to the fire, when I
had an important appointment so I unleashed my anger on him.",,"I was annoyed this particular day as it seemad that the odds werenot in my favour. My grandfather added fuel to the fire, when Ihad an important appointment so I unleashed my anger on him."
sadness,"It was the time I went home for my holidays only to find that my
sister had passed away.  The news had been hidden from me, so
that I could take my exams.",,"It was the time I went home for my holidays only to find that mysister had passed away. The news had been hidden from me, sothat I could take my exams."
disgust,When I discovered that my mother had been involved in adultery.,,When I discovered that my mother had been involved in adultery.
shame,"I was caught stealing food at my aunt's place.  I had tried to
hide the food I had taken from the pantry while my aunt was in
the kitchen, however she went to the pantry and discovered the
stolen package.",,"I was caught stealing food at my aunt is place. I had tried tohide the food I had taken from the pantry while my aunt was inthe kitchen, however she went to the pantry and discovered thestolen package."
guilt,"Dad had just married his second wife (my step-mother) and I did
not like her so I went to the wardrobe and set fire to her
dresses.  Eveyone suspected my brother and he had to bear the
consequences.  Nobody ever got to know that it was me who had
done it. ",,Dad had just married his second wife my step-mother and I didnot like her so I went to the wardrobe and set fire to herdresses. Eveyone suspected my brother and he had to bear theconsequences. Nobody ever got to know that it was me who haddone it.
joy,When I was accepted at UNZA.,,When I was accepted at UNZA.
fear,When I heard a lion roar for the first time.,,When I heard a lion roar for the first time.
anger,"When a friend told me that my education had nothing to do with
our discussion.  This friend has failed the 7th grade, what made
me angry was that I had not used my education to argue.",,"When a friend told me that my education had nothing to do withour discussion. This friend has failed the 7th grade, what mademe angry was that I had not used my education to argue."
sadness,When my beloved grandfather died.,,When my beloved grandfather died.
disgust,"I was disgusted at the university wanting some of us to travel
from our homes to the lectures here every day.  The way the whole
thing was handled disgusted me.",,I was disgusted at the university wanting some of us to travelfrom our homes to the lectures here every day. The way the wholething was handled disgusted me.
shame,"When I was leaving home I decided to leave without saying
good-bye to my young brother.  My brother saw me and said,
"" Will you not say good-bye to me?""  He is only 31/2 years old. ",,"When I was leaving home I decided to leave without sayinggood-bye to my young brother. My brother saw me and said,"" Will you not say good-bye to me?"" He is only 31/2 years old."
